Gene_Name,Gene_ID,TF,Strand,Start,End
GBP4,ENSG00000162654,IRF3,+,2700,2717
GBP4,ENSG00000162654,IRF7,+,2705,2718
CMPK2,ENSG00000134326,IRF7,+,2608,2621
IFIT3,ENSG00000119917,IRF3,+,1898,1915
IFIT3,ENSG00000119917,IRF7,+,192,205
OAS1,ENSG00000089127,IRF7,+,2556,2569
USP18,ENSG00000184979,IRF7,+,220,233
USP18,ENSG00000184979,IRF7,+,226,239
IFIH1,ENSG00000115267,IRF3,+,379,396
IFIH1,ENSG00000115267,IRF3,+,2973,2990
IFIH1,ENSG00000115267,IRF7,+,214,227
IFIH1,ENSG00000115267,IRF7,+,384,397
IFIH1,ENSG00000115267,IRF7,+,422,435
IFIH1,ENSG00000115267,IRF7,+,2044,2057
IFIH1,ENSG00000115267,IRF7,+,2775,2788
IFIH1,ENSG00000115267,IRF7,+,2978,2991
IFIH1,ENSG00000115267,IRF9,+,382,397
IFIH1,ENSG00000115267,IRF9,+,2976,2991
GBP5,ENSG00000154451,IRF7,+,1533,1546
DDX58,ENSG00000107201,IRF7,+,912,925
DDX58,ENSG00000107201,IRF7,+,1275,1288
DDX58,ENSG00000107201,IRF7,+,1523,1536
DDX58,ENSG00000107201,IRF7,+,1823,1836
DDX58,ENSG00000107201,IRF7,+,2347,2360
RTP4,ENSG00000136514,IRF3,+,2958,2975
RTP4,ENSG00000136514,IRF3,+,2976,2993
RTP4,ENSG00000136514,IRF7,+,2776,2789
RTP4,ENSG00000136514,IRF7,+,2917,2930
RTP4,ENSG00000136514,IRF7,+,2957,2970
RTP4,ENSG00000136514,IRF7,+,2981,2994
RTP4,ENSG00000136514,IRF9,+,2955,2970
RTP4,ENSG00000136514,IRF9,+,2979,2994
ZMYND15,ENSG00000141497,IRF7,+,2810,2823
CD274,ENSG00000120217,IRF3,+,2047,2064
CD274,ENSG00000120217,IRF3,+,2886,2903
CD274,ENSG00000120217,IRF7,+,545,558
CD274,ENSG00000120217,IRF7,+,1943,1956
CD274,ENSG00000120217,IRF7,+,2891,2904
CD274,ENSG00000120217,IRF9,+,2889,2904
SAMD9L,ENSG00000177409,IRF3,+,1482,1499
SAMD9L,ENSG00000177409,IRF3,+,2946,2963
SAMD9L,ENSG00000177409,IRF7,+,1221,1234
SAMD9L,ENSG00000177409,IRF7,+,1481,1494
SAMD9L,ENSG00000177409,IRF7,+,2945,2958
SAMD9L,ENSG00000177409,IRF7,+,2951,2964
SAMD9L,ENSG00000177409,IRF9,+,2949,2964
PARP14,ENSG00000173193,IRF3,+,2516,2533
PARP14,ENSG00000173193,IRF3,+,2965,2982
PARP14,ENSG00000173193,IRF7,+,180,193
PARP14,ENSG00000173193,IRF7,+,2521,2534
PARP14,ENSG00000173193,IRF7,+,2970,2983
PARP14,ENSG00000173193,IRF9,+,2968,2983
IRF7,ENSG00000185507,IRF3,+,2716,2733
IRF7,ENSG00000185507,IRF3,+,2742,2759
IRF7,ENSG00000185507,IRF7,+,2721,2734
IRF7,ENSG00000185507,IRF9,+,2719,2734
APOL2,ENSG00000128335,IRF7,+,1510,1523
SAMD9,ENSG00000205413,IRF3,+,2330,2347
SAMD9,ENSG00000205413,IRF3,+,2902,2919
SAMD9,ENSG00000205413,IRF3,+,2908,2925
SAMD9,ENSG00000205413,IRF7,+,1926,1939
SAMD9,ENSG00000205413,IRF7,+,2335,2348
SAMD9,ENSG00000205413,IRF7,+,2907,2920
SAMD9,ENSG00000205413,IRF9,+,2905,2920
APOL3,ENSG00000128284,IRF7,+,2747,2760
APOL3,ENSG00000128284,IRF7,+,2951,2964
IL15RA,ENSG00000134470,IRF7,+,1391,1404
BST2,ENSG00000130303,IRF3,+,2870,2887
BST2,ENSG00000130303,IRF7,+,2869,2882
BST2,ENSG00000130303,IRF7,+,2875,2888
BST2,ENSG00000130303,IRF9,+,2867,2882
BST2,ENSG00000130303,IRF9,+,2873,2888
SLFN12L,ENSG00000205045,IRF3,+,2282,2299
SLFN12L,ENSG00000205045,IRF7,+,280,293
SLFN12L,ENSG00000205045,IRF7,+,302,315
TAP1,ENSG00000168394,IRF3,+,2229,2246
TAP1,ENSG00000168394,IRF7,+,1004,1017
TAP1,ENSG00000168394,IRF7,+,1270,1283
TAP1,ENSG00000168394,IRF7,+,1502,1515
TAP1,ENSG00000168394,IRF7,+,2234,2247
TAP1,ENSG00000168394,IRF9,+,2232,2247
TRIM14,ENSG00000106785,IRF3,+,1037,1054
TRIM14,ENSG00000106785,IRF7,+,1167,1180
PARP12,ENSG00000059378,IRF3,+,573,590
PARP12,ENSG00000059378,IRF7,+,1211,1224
WARS,ENSG00000140105,IRF3,+,72,89
WARS,ENSG00000140105,IRF3,+,696,713
WARS,ENSG00000140105,IRF7,+,76,89
SP110,ENSG00000135899,IRF3,+,609,626
SP110,ENSG00000135899,IRF7,+,855,868
SP110,ENSG00000135899,IRF9,+,853,868
SAMHD1,ENSG00000101347,IRF7,+,277,290
GCH1,ENSG00000131979,IRF7,+,497,510
RNF213,ENSG00000173821,IRF7,+,1647,1660
RNF213,ENSG00000173821,IRF7,+,2161,2174
CCL7,ENSG00000108688,IRF3,+,1347,1364
CCL7,ENSG00000108688,IRF7,+,51,64
CCL7,ENSG00000108688,IRF7,+,752,765
CCL7,ENSG00000108688,IRF7,+,1335,1348
CCL7,ENSG00000108688,IRF7,+,1352,1365
TMEM140,ENSG00000146859,IRF3,+,2941,2958
TMEM140,ENSG00000146859,IRF7,+,1643,1656
TMEM140,ENSG00000146859,IRF7,+,2439,2452
TMEM140,ENSG00000146859,IRF7,+,2940,2953
TMEM140,ENSG00000146859,IRF7,+,2946,2959
TMEM140,ENSG00000146859,IRF9,+,2944,2959
DDX60,ENSG00000137628,IRF7,+,2410,2423
PNPT1,ENSG00000138035,IRF3,+,2473,2490
PNPT1,ENSG00000138035,IRF7,+,605,618
PNPT1,ENSG00000138035,IRF7,+,624,637
PNPT1,ENSG00000138035,IRF7,+,1170,1183
PNPT1,ENSG00000138035,IRF7,+,2478,2491
PNPT1,ENSG00000138035,IRF7,+,2952,2965
SOCS1,ENSG00000185338,IRF3,+,362,379
SOCS1,ENSG00000185338,IRF3,+,2887,2904
SOCS1,ENSG00000185338,IRF7,+,361,374
SOCS1,ENSG00000185338,IRF7,+,2886,2899
SOCS1,ENSG00000185338,IRF7,+,2892,2905
MLKL,ENSG00000168404,IRF7,+,1562,1575
IRF1,ENSG00000125347,IRF7,+,409,422
IRF1,ENSG00000125347,IRF7,+,437,450
DTX3L,ENSG00000163840,IRF7,+,1810,1823
GBP2,ENSG00000162645,IRF3,+,833,850
GBP2,ENSG00000162645,IRF9,+,836,851
LMO2,ENSG00000135363,IRF3,+,1474,1491
LMO2,ENSG00000135363,IRF7,+,1164,1177
PDZD2,ENSG00000133401,IRF7,+,2035,2048
TRIM21,ENSG00000132109,IRF7,+,1147,1160
CYP2J2,ENSG00000134716,IRF7,+,2628,2641
PSMB9,ENSG00000240065,IRF3,+,753,770
PSMB9,ENSG00000240065,IRF3,+,2900,2917
PSMB9,ENSG00000240065,IRF7,+,2905,2918
PSMB9,ENSG00000240065,IRF9,+,2903,2918
MYD88,ENSG00000172936,IRF7,+,761,774
NMI,ENSG00000123609,IRF3,+,2949,2966
NMI,ENSG00000123609,IRF7,+,1218,1231
NMI,ENSG00000123609,IRF7,+,2133,2146
NMI,ENSG00000123609,IRF7,+,2948,2961
NMI,ENSG00000123609,IRF7,+,2954,2967
NMI,ENSG00000123609,IRF9,+,2952,2967
PLEKHA4,ENSG00000105559,IRF7,+,2165,2178
TRIM69,ENSG00000185880,IRF7,+,1372,1385
TRIM69,ENSG00000185880,IRF7,+,2171,2184
TRIM69,ENSG00000185880,IRF7,+,2855,2868
APOL4,ENSG00000100336,IRF7,+,939,952
APOL4,ENSG00000100336,IRF7,+,1076,1089
TAP2,ENSG00000204267,IRF3,+,2936,2953
TAP2,ENSG00000204267,IRF7,+,2941,2954
TAP2,ENSG00000204267,IRF9,+,2939,2954
SERPINB9,ENSG00000170542,IRF3,+,645,662
HLA-F,ENSG00000204642,IRF7,+,981,994
HLA-F,ENSG00000204642,IRF7,+,2367,2380
SPTBN5,ENSG00000137877,IRF7,+,172,185
SPTBN5,ENSG00000137877,IRF7,+,797,810
GALNT3,ENSG00000115339,IRF7,+,957,970
GALNT3,ENSG00000115339,IRF7,+,1638,1651
IFITM1,ENSG00000185885,IRF7,+,1079,1092
TRIM5,ENSG00000132256,IRF3,+,1153,1170
TRIM5,ENSG00000132256,IRF3,+,1736,1753
TRIM5,ENSG00000132256,IRF7,+,174,187
ZNFX1,ENSG00000124201,IRF3,+,1623,1640
ZNFX1,ENSG00000124201,IRF7,+,2154,2167
SLFN13,ENSG00000154760,IRF7,+,1701,1714
EIF2AK2,ENSG00000055332,IRF7,+,1348,1361
C19orf66,ENSG00000130813,IRF7,+,730,743
CCL2,ENSG00000108691,IRF3,+,886,903
SLC25A28,ENSG00000155287,IRF3,+,1534,1551
SLC25A28,ENSG00000155287,IRF7,+,169,182
SLC25A28,ENSG00000155287,IRF7,+,1539,1552
SLC25A28,ENSG00000155287,IRF7,+,1571,1584
SLC25A28,ENSG00000155287,IRF7,+,2399,2412
IRF2,ENSG00000168310,IRF3,+,2745,2762
IRF2,ENSG00000168310,IRF7,+,2744,2757
IRF2,ENSG00000168310,IRF7,+,2750,2763
ZCCHC2,ENSG00000141664,IRF7,+,1316,1329
IFI16,ENSG00000163565,IRF3,+,1690,1707
SLC6A9,ENSG00000196517,IRF7,+,1688,1701
SLC6A9,ENSG00000196517,IRF7,+,1694,1707
RAB20,ENSG00000139832,IRF3,+,111,128
RAB20,ENSG00000139832,IRF7,+,2314,2327
RAB20,ENSG00000139832,IRF7,+,2462,2475
PML,ENSG00000140464,IRF7,+,101,114
