Gene_Name,Gene_ID,TF,Strand,Start,End
IFNB1,ENSG00000171855,IRF3,+,751,768
IFNB1,ENSG00000171855,IRF3,+,-696,-679
IFNB1,ENSG00000171855,IRF3,+,2903,2920
IFNB1,ENSG00000171855,IRF3,+,2909,2926
IFNB1,ENSG00000171855,IRF3,-,-2249,-2232
IFNB1,ENSG00000171855,IRF3,-,2304,2321
IFNB1,ENSG00000171855,IRF3,-,-97,-80
IFNB1,ENSG00000171855,IRF3,-,-91,-74
IFNB1,ENSG00000171855,IRF7,+,-2998,-2985
IFNB1,ENSG00000171855,IRF7,+,-2462,-2449
IFNB1,ENSG00000171855,IRF7,+,-2049,-2036
IFNB1,ENSG00000171855,IRF7,+,1092,1105
IFNB1,ENSG00000171855,IRF7,+,1097,1110
IFNB1,ENSG00000171855,IRF7,+,1149,1162
IFNB1,ENSG00000171855,IRF7,+,1352,1365
IFNB1,ENSG00000171855,IRF7,+,1410,1423
IFNB1,ENSG00000171855,IRF7,+,-1263,-1250
IFNB1,ENSG00000171855,IRF7,+,-1210,-1197
IFNB1,ENSG00000171855,IRF7,+,-697,-684
IFNB1,ENSG00000171855,IRF7,+,-641,-628
IFNB1,ENSG00000171855,IRF7,+,-273,-260
IFNB1,ENSG00000171855,IRF7,+,-263,-250
IFNB1,ENSG00000171855,IRF7,+,-234,-221
IFNB1,ENSG00000171855,IRF7,+,2888,2901
IFNB1,ENSG00000171855,IRF7,+,2908,2921
IFNB1,ENSG00000171855,IRF7,+,2921,2934
IFNB1,ENSG00000171855,IRF7,-,2,15
IFNB1,ENSG00000171855,IRF7,-,538,551
IFNB1,ENSG00000171855,IRF7,-,951,964
IFNB1,ENSG00000171855,IRF7,-,-1908,-1895
IFNB1,ENSG00000171855,IRF7,-,-1903,-1890
IFNB1,ENSG00000171855,IRF7,-,-1851,-1838
IFNB1,ENSG00000171855,IRF7,-,-1648,-1635
IFNB1,ENSG00000171855,IRF7,-,-1590,-1577
IFNB1,ENSG00000171855,IRF7,-,1737,1750
IFNB1,ENSG00000171855,IRF7,-,1790,1803
IFNB1,ENSG00000171855,IRF7,-,2303,2316
IFNB1,ENSG00000171855,IRF7,-,2359,2372
IFNB1,ENSG00000171855,IRF7,-,2727,2740
IFNB1,ENSG00000171855,IRF7,-,2737,2750
IFNB1,ENSG00000171855,IRF7,-,2766,2779
IFNB1,ENSG00000171855,IRF7,-,-112,-99
IFNB1,ENSG00000171855,IRF7,-,-92,-79
IFNB1,ENSG00000171855,IRF7,-,-79,-66
IFIT1,ENSG00000185745,IRF3,+,-2827,-2810
IFIT1,ENSG00000185745,IRF3,+,-2575,-2558
IFIT1,ENSG00000185745,IRF3,+,-1962,-1945
IFIT1,ENSG00000185745,IRF3,+,-1169,-1152
IFIT1,ENSG00000185745,IRF3,+,2585,2602
IFIT1,ENSG00000185745,IRF3,+,2691,2708
IFIT1,ENSG00000185745,IRF3,+,-46,-29
IFIT1,ENSG00000185745,IRF3,+,-40,-23
IFIT1,ENSG00000185745,IRF3,+,-33,-16
IFIT1,ENSG00000185745,IRF3,+,-27,-10
IFIT1,ENSG00000185745,IRF3,-,173,190
IFIT1,ENSG00000185745,IRF3,-,425,442
