Gene_Name,Gene_ID,TF,Strand,Start,End
IFNB1,ENSG00000171855,IRF3,+,751,768
IFNB1,ENSG00000171855,IRF3,+,2903,2920
IFNB1,ENSG00000171855,IRF3,+,2909,2926
IFNB1,ENSG00000171855,IRF3,-,-2249,-2232
IFNB1,ENSG00000171855,IRF3,-,-97,-80
IFNB1,ENSG00000171855,IRF3,-,-91,-74
IFNB1,ENSG00000171855,IRF7,+,-2998,-2985
IFNB1,ENSG00000171855,IRF7,+,1092,1105
IFNB1,ENSG00000171855,IRF7,+,1097,1110
IFNB1,ENSG00000171855,IRF7,+,1149,1162
IFNB1,ENSG00000171855,IRF7,+,-1263,-1250
IFNB1,ENSG00000171855,IRF7,+,-697,-684
IFNB1,ENSG00000171855,IRF7,+,-273,-260
IFNB1,ENSG00000171855,IRF7,+,-263,-250
IFNB1,ENSG00000171855,IRF7,+,2888,2901
IFNB1,ENSG00000171855,IRF7,+,2908,2921
IFNB1,ENSG00000171855,IRF7,-,2,15
IFNB1,ENSG00000171855,IRF7,-,-1908,-1895
IFNB1,ENSG00000171855,IRF7,-,-1903,-1890
IFNB1,ENSG00000171855,IRF7,-,-1851,-1838
IFNB1,ENSG00000171855,IRF7,-,1737,1750
IFNB1,ENSG00000171855,IRF7,-,2303,2316
IFNB1,ENSG00000171855,IRF7,-,2727,2740
IFNB1,ENSG00000171855,IRF7,-,2737,2750
IFNB1,ENSG00000171855,IRF7,-,-112,-99
IFNB1,ENSG00000171855,IRF7,-,-92,-79
IFIT1,ENSG00000185745,IRF3,+,-2827,-2810
IFIT1,ENSG00000185745,IRF3,+,-1962,-1945
IFIT1,ENSG00000185745,IRF3,+,-1169,-1152
IFIT1,ENSG00000185745,IRF3,+,2585,2602
IFIT1,ENSG00000185745,IRF3,+,2691,2708
IFIT1,ENSG00000185745,IRF3,+,-46,-29
IFIT1,ENSG00000185745,IRF3,+,-40,-23
IFIT1,ENSG00000185745,IRF3,+,-33,-16
IFIT1,ENSG00000185745,IRF3,+,-27,-10
IFIT1,ENSG00000185745,IRF3,-,173,190
IFIT1,ENSG00000185745,IRF3,-,1038,1055
IFIT1,ENSG00000185745,IRF3,-,1831,1848
IFIT1,ENSG00000185745,IRF3,-,-415,-398
IFIT1,ENSG00000185745,IRF3,-,-309,-292
IFIT1,ENSG00000185745,IRF3,-,2954,2971
IFIT1,ENSG00000185745,IRF3,-,2960,2977
IFIT1,ENSG00000185745,IRF3,-,2967,2984
IFIT1,ENSG00000185745,IRF3,-,2973,2990
IFIT1,ENSG00000185745,IRF7,+,-2828,-2815
IFIT1,ENSG00000185745,IRF7,+,-2576,-2563
IFIT1,ENSG00000185745,IRF7,+,-1994,-1981
IFIT1,ENSG00000185745,IRF7,+,-1956,-1943
IFIT1,ENSG00000185745,IRF7,+,1281,1294
IFIT1,ENSG00000185745,IRF7,+,1574,1587
IFIT1,ENSG00000185745,IRF7,+,-1164,-1151
IFIT1,ENSG00000185745,IRF7,+,-1025,-1012
IFIT1,ENSG00000185745,IRF7,+,-847,-834
IFIT1,ENSG00000185745,IRF7,+,2590,2603
IFIT1,ENSG00000185745,IRF7,+,2696,2709
