Gene_Name,Gene_ID,TF,Strand,Start,End
IFIT1,ENSG00000185745,IRF3,+,-40,-23
IFIT1,ENSG00000185745,IRF3,-,2960,2977
IFIT1,ENSG00000185745,IRF7,+,-1994,-1981
IFIT1,ENSG00000185745,IRF7,+,2590,2603
IFIT1,ENSG00000185745,IRF7,+,2696,2709
IFIT1,ENSG00000185745,IRF7,+,-41,-28
IFIT1,ENSG00000185745,IRF7,+,-28,-15
IFIT1,ENSG00000185745,IRF7,-,1006,1019
IFIT1,ENSG00000185745,IRF7,-,-410,-397
IFIT1,ENSG00000185745,IRF7,-,-304,-291
IFIT1,ENSG00000185745,IRF7,-,2959,2972
IFIT1,ENSG00000185745,IRF7,-,2972,2985
MX1,ENSG00000157601,IRF7,+,-1289,-1276
MX1,ENSG00000157601,IRF7,-,1711,1724
